# pre-flip -> post-flip sha map, saltworks
# derived by docs/ledger-tools/flipmap.sh from refs/pre-flip/master (2b9dd57) -> HEAD (19c59a1)
# validated 5/5 against the helm citation-law pairs of 08/16 19:20
# columns: pre<TAB>post<TAB>key-strength   -- date-only rows rest on WEAKER evidence
554661f	331c9c8	date+subject
55602bf	84a10d5	date+subject
5569bfa	391c170	date+subject
55f7b22	8909ad6	date+subject
562304d	d116744	date+subject
562e071	5914c1a	date+subject
5634892	e8ed165	date+subject
5648d61	2b9ec88	date+subject
5668fdd	f05ed80	date+subject
5688ee2	741d6f8	date+subject
56be455	2c7e97e	date+subject
56d09d6	bc425ce	date+subject
5723cde	dbf2f8e	date+subject
574affe	0d9c466	date+subject
574c3d0	2319573	date+subject
57588b2	408ced8	date+subject
576397d	bac71d2	date+subject
57b6908	82edc66	date+subject
57e2bb6	0236647	date+subject
57ea6ee	f824678	date+subject
5823cde	4b9ed22	date+subject
5868b9f	24b4cec	date+subject
587ec07	9d0d627	date+subject
58be7a4	ccc66df	date+subject
58c5605	75384bd	date+subject
58de502	5b29c8e	date+subject
58e68a8	4c431a8	date+subject
590a733	7042096	date+subject
59323ed	cf34a74	date+subject
5937325	a349c4c	date+subject
593c3b2	ee2e004	date+subject
59940a9	7cef37a	date+subject
59da472	17e2dd4	date+subject
5a0db00	d74bd76	date+subject
5a2ac79	a3f7eff	date+subject
5a3735d	9fae71d	date+subject
5a45dc4	e6a455e	date+subject
5a94e74	462ba56	date+subject
5a9a5fb	025c7f0	date+subject
5aab9d4	e46e6bb	date+subject
5aaf250	a1737a2	date+subject
5ac48d1	4b2ab3c	date+subject
5adf42f	b570278	date+subject
5afc305	819b84d	date+subject
5b401c8	b9f8c10	date+subject
5b4f57b	826deca	date+subject
5b7ceb9	0494455	date+subject
5baa96c	17fabc5	date+subject
5bb9de4	8a8f2de	date+subject
5be7db2	ffcc9e5	date+subject
5bf6c0d	6384dce	date+subject
5c3a55f	ecc2a61	date+subject
5c8cf51	b6844ee	date+subject
5c9b210	4cb57c4	date+subject
5ce377c	77ec9e2	date+subject
5cf065c	f917129	date+subject
5d42523	c0abbbf	date+subject
5d44d4f	f1f034e	date+subject
5d66aaa	9d8d9b2	date+subject
5d93a01	7319f28	date+subject
5da0157	c4a0ad0	date+subject
5da7a92	a6e1c30	date+subject
5dad259	6680758	date+subject
5dd0a41	7a1d5ae	date+subject
5de0269	970b7fd	date+subject
5dfc169	caa274e	date+subject
5e0deee	2d89f29	date+subject
5e66a84	56b461d	date+subject
5ec30c4	724c441	date+subject
5ee5a90	c15c79a	date+subject
5efaf6c	084b9d0	date+subject
5f046ff	d7dc6ed	date+subject
5f12adf	c8a60d0	date+subject
5f1abb7	c335a90	date+subject
5f258a9	7cfd419	date+subject
5f3e622	f6e9893	date+subject
5f59399	d3eb89e	date+subject
5f9b15e	d358add	date+subject
5fa7594	9ee860a	date+subject
5fe3213	71dc6dc	date+subject
5ff508b	2310457	date+subject
5ff5a18	64b28cf	date+subject
600989c	5b2b522	date+subject
60582ad	457a0a1	date+subject
607f956	5c99919	date+subject
608925c	8c075f2	date+subject
60c6cde	9cd9906	date+subject
60e2712	e5d6bf3	date+subject
60f04b7	dc141c8	date+subject
60f6d2f	7c1850c	date+subject
612468f	0fc4506	date+subject
6135f80	de46bf0	date+subject
6144242	1625cfe	date+subject
6149861	c7d79b7	date+subject
615524f	79c5b4a	date+subject
615e879	4890aa6	date+subject
617695c	08b536f	date+subject
618a775	6130df3	date+subject
61f375a	f897973	date+subject
61fcc74	fb6e96d	date+subject
6208ce6	a9d3371	date+subject
620f024	fbf6739	date+subject
625009b	2f206b8	date+subject
6259e36	a264c37	date+subject
625b18d	c60ae6b	date+subject
6263b41	98cc717	date+subject
62a7fbe	fc9ab06	date+subject
62ae671	1365de2	date+subject
62b1b25	fddf7b4	date+subject
62b4ed4	0715c6b	date+subject
62f02e9	7fabdc0	date+subject
6328e1c	59da896	date+subject
63396d1	a1d2b79	date+subject
634eca9	b70e2f3	date+subject
638dee1	3092905	date+subject
63a0c66	fdb2ace	date+subject
63b102e	26949c0	date+subject
63b556a	cc85fbe	date+subject
643bb07	652616f	date+subject
6451b0b	c5f441d	date+subject
64a5005	6bbbd1e	date+subject
64a79a1	494bb84	date+subject
64f9311	cc737b9	date+subject
6511dd6	11c2334	date+subject
6526ab2	4554c1c	date+subject
6539e91	400d1f4	date+subject
6555436	170a9f1	date+subject
65705fe	1ede9fc	date+subject
65aeb80	fe24e6a	date+subject
65f00fd	91a604f	date+subject
660238a	333a791	date+subject
6623892	3e1e425	date+subject
6651f39	7f67cdf	date+subject
66d545e	8bdb067	date+subject
66e8033	d04b784	date+subject
66ed743	d74c939	date+subject
66eefc8	c41fe80	date+subject
6707c3b	47eaa7c	date+subject
6757d52	df75338	date+subject
6783912	c29ab4f	date+subject
679e60c	a345515	date+subject
67c416f	d89475d	date+subject
67ce3fc	fc09811	date+subject
6830aa2	87fca3d	date+subject
6846b75	e089eb8	date+subject
6853eb5	1f8d38f	date+subject
68a67c4	55716b6	date+subject
6916fb2	31d664d	date+subject
6942ac4	3d138d2	date+subject
6948634	a74696f	date+subject
6965ee5	682d3cc	date+subject
6969fa4	2008c29	date+subject
697740b	466ae20	date+subject
698b4f6	b9d8603	date+subject
69b5c8a	e03f68e	date+subject
6a0f84c	7fc7cc0	date+subject
6a2b695	ee8927b	date+subject
6a8624a	634a1d9	date+subject
6ac1d20	263f2ca	date+subject
6aff659	3bb168f	date+subject
6b18097	5105465	date+subject
6b34b1c	8363cbb	date+subject
6b7a0d7	54f3863	date+subject
6b8dc71	fb26474	date+subject
6b9a88c	9354c54	date+subject
6bbc628	28a974e	date+subject
6bdd510	93af22e	date+subject
6be4281	5c4258e	date+subject
6bffe74	7bba4ce	date+subject
6c3fb56	e01d604	date+subject
6c6e1ba	6c313ed	date+subject
6ca070d	0df3a0d	date+subject
6cdaa89	c366239	date+subject
6d0d0e8	6e4cb4f	date+subject
6d326fa	a51920a	date+subject
6d3726f	3fb6412	date+subject
6d3f271	3c1ac64	date+subject
6d6ecb6	b0d4c81	date+subject
6d80d5e	a0a31a1	date+subject
6d9163b	ac7a8c0	date+subject
6dbc33f	26d75c0	date+subject
6dd3f00	fc541c5	date+subject
6de1833	938f192	date+subject
6e3f325	8ba8758	date+subject
6e58707	cd4a680	date+subject
6ebcf45	1292e7d	date+subject
6ecea1e	45e78ee	date+subject
